,seed,test_acc,size,total_time
0,1,0.9305555555555556,7.0,0.4038832187652588
1,2,0.9444444444444444,7.0,0.31340813636779785
2,3,0.8888888888888888,6.0,0.22847342491149902
3,4,0.9166666666666666,7.0,0.42330241203308105
4,5,0.875,6.0,0.6283895969390869
