,seed,test_acc,size,total_time
0,1,0.9305555555555556,7.0,0.39710283279418945
1,2,0.9444444444444444,7.0,0.33278870582580566
2,3,0.8888888888888888,6.0,0.2176053524017334
3,4,0.9166666666666666,7.0,0.4021155834197998
4,5,0.875,6.0,0.6234781742095947
