,seed,test_acc,size,total_time
0,1,0.9027777777777777,5.0,0.04927706718444824
1,2,0.8888888888888888,4.0,0.04602456092834473
2,3,0.9027777777777778,5.0,0.04786419868469238
3,4,0.9444444444444444,5.0,0.04900050163269043
4,5,0.9305555555555556,5.0,0.05303144454956055
