,seed,test_acc,size,total_time
0,1,0.8888888888888888,3.0,0.04328584671020508
1,2,0.8888888888888888,3.0,0.04996657371520996
2,3,0.8888888888888888,3.0,0.053983211517333984
3,4,0.9166666666666666,3.0,0.05186581611633301
4,5,0.9444444444444444,3.0,0.04853415489196777
