,seed,test_acc,size,total_time
0,1,0.9305555555555556,7.0,0.12308907508850098
1,2,0.9444444444444444,7.0,0.1310563087463379
2,3,0.8888888888888888,6.0,0.12155318260192871
3,4,0.9166666666666666,7.0,0.12820982933044434
4,5,0.875,6.0,0.14474725723266602
