,seed,test_acc,size,total_time
0,1,0.9027777777777777,5.0,0.048642873764038086
1,2,0.8888888888888888,4.0,0.04439210891723633
2,3,0.9027777777777778,5.0,0.05173373222351074
3,4,0.9444444444444444,5.0,0.05124258995056152
4,5,0.9305555555555556,5.0,0.052290916442871094
