,seed,test_acc,size,total_time
0,1,0.9027777777777777,5.0,0.0414736270904541
1,2,0.8888888888888888,4.0,0.03561711311340332
2,3,0.9027777777777778,4.0,0.0359034538269043
3,4,0.9444444444444444,5.0,0.03863382339477539
4,5,0.9166666666666666,4.0,0.043372392654418945
