,seed,test_acc,size,total_time
0,1,0.9305555555555556,7.0,0.3616757392883301
1,2,0.9444444444444444,7.0,0.3245999813079834
2,3,0.8888888888888888,6.0,0.19820213317871094
3,4,0.9166666666666666,7.0,0.3820512294769287
4,5,0.875,6.0,0.6140649318695068
