,seed,test_acc,size,total_time
0,1,0.8666666666666667,3.0,0.03794455528259277
1,2,0.8666666666666667,3.0,0.03032088279724121
2,3,0.8333333333333333,3.0,0.030608415603637695
3,4,0.95,3.0,0.030318260192871094
4,5,0.8833333333333333,3.0,0.037149906158447266
