,seed,test_acc,size,total_time
0,1,0.8666666666666667,3.0,0.03994917869567871
1,2,0.8666666666666667,3.0,0.03549766540527344
2,3,0.8333333333333333,3.0,0.03519034385681152
3,4,0.95,3.0,0.0330510139465332
4,5,0.8833333333333333,3.0,0.030184507369995117
