,seed,test_acc,size,total_time
0,1,0.85,4.0,0.04441976547241211
1,2,0.8666666666666667,3.0,0.03908276557922363
2,3,0.8333333333333333,4.0,0.042127370834350586
3,4,0.9333333333333333,4.0,0.04038357734680176
4,5,0.8833333333333333,4.0,0.04002547264099121
