,seed,test_acc,size,total_time
0,1,0.85,4.0,0.0424497127532959
1,2,0.85,4.0,0.034810781478881836
2,3,0.8333333333333333,4.0,0.02962183952331543
3,4,0.9333333333333333,4.0,0.028967857360839844
4,5,0.8666666666666667,5.0,0.030240774154663086
