,seed,test_acc,size,total_time
0,1,0.85,4.0,0.04579901695251465
1,2,0.85,4.0,0.042333126068115234
2,3,0.8333333333333333,4.0,0.03816413879394531
3,4,0.9333333333333333,4.0,0.034852027893066406
4,5,0.8666666666666667,5.0,0.037833452224731445
