,seed,num_expansions,test_acc,size,total_time,lower_bound,upper_bound
0,0,10,1.0,3.0,0.04705166816711426,22.663985865210982,28.122913649117017
1,0,100,1.0,3.0,0.07464742660522461,28.122913649117017,28.122913649117017
2,0,1000,1.0,3.0,0.10381054878234863,28.122913649117017,28.122913649117017
3,0,10000,1.0,3.0,0.1305544376373291,28.122913649117017,28.122913649117017
4,1,10,0.85,4.0,0.046425580978393555,22.20831732256571,25.444209169927888
5,1,100,0.85,4.0,0.0752568244934082,25.444209169927888,25.444209169927888
6,1,1000,0.85,4.0,0.1054849624633789,25.444209169927888,25.444209169927888
7,1,10000,0.85,4.0,0.13391399383544922,25.444209169927888,25.444209169927888
8,2,10,0.8666666666666667,3.0,0.04674100875854492,22.460511181402538,27.90999398546534
9,2,100,0.85,4.0,0.07790589332580566,27.027831924046836,27.027831924046836
10,2,1000,0.85,4.0,0.11112761497497559,27.027831924046836,27.027831924046836
11,2,10000,0.85,4.0,0.14438199996948242,27.027831924046836,27.027831924046836
12,3,10,0.8333333333333333,4.0,0.05179166793823242,22.387519166368776,24.76221930962828
13,3,100,0.8333333333333333,4.0,0.08544421195983887,24.76221930962828,24.76221930962828
14,3,1000,0.8333333333333333,4.0,0.1182861328125,24.76221930962828,24.76221930962828
15,3,10000,0.8333333333333333,4.0,0.15111255645751953,24.76221930962828,24.76221930962828
16,4,10,0.9333333333333333,4.0,0.05243420600891113,22.473466534020595,29.2271134974117
17,4,100,0.9333333333333333,4.0,0.08802485466003418,28.671956163680164,29.2271134974117
18,4,1000,0.9333333333333333,4.0,0.12309145927429199,29.2271134974117,29.2271134974117
19,4,10000,0.9333333333333333,4.0,0.1579594612121582,29.2271134974117,29.2271134974117
