,seed,test_acc,size,total_time
0,1,0.8666666666666667,3.0,0.04500174522399902
1,2,0.8666666666666667,3.0,0.03522610664367676
2,3,0.8333333333333333,3.0,0.035012006759643555
3,4,0.95,3.0,0.034664154052734375
4,5,0.8833333333333333,3.0,0.0364682674407959
