,seed,num_expansions,test_acc,size,total_time,lower_bound,upper_bound
0,1,10,0.85,4.0,0.03942465782165527,22.20831732256571,25.444209169927888
1,1,100,0.85,4.0,0.03470754623413086,25.444209169927888,25.444209169927888
2,1,1000,0.85,4.0,0.03262448310852051,25.444209169927888,25.444209169927888
3,1,10000,0.85,4.0,0.03553891181945801,25.444209169927888,25.444209169927888
4,2,10,0.8666666666666667,3.0,0.0336761474609375,22.460511181402538,27.90999398546534
5,2,100,0.85,4.0,0.03310823440551758,27.027831924046836,27.027831924046836
6,2,1000,0.85,4.0,0.03162240982055664,27.027831924046836,27.027831924046836
7,2,10000,0.85,4.0,0.033464670181274414,27.027831924046836,27.027831924046836
8,3,10,0.8333333333333333,4.0,0.030737876892089844,22.387519166368776,24.76221930962828
9,3,100,0.8333333333333333,4.0,0.027672290802001953,24.76221930962828,24.76221930962828
10,3,1000,0.8333333333333333,4.0,0.03192329406738281,24.76221930962828,24.76221930962828
11,3,10000,0.8333333333333333,4.0,0.03168177604675293,24.76221930962828,24.76221930962828
12,4,10,0.9333333333333333,4.0,0.030838966369628906,22.473466534020595,29.2271134974117
13,4,100,0.9333333333333333,4.0,0.028646230697631836,28.671956163680164,29.2271134974117
14,4,1000,0.9333333333333333,4.0,0.03388619422912598,29.2271134974117,29.2271134974117
15,4,10000,0.9333333333333333,4.0,0.03265380859375,29.2271134974117,29.2271134974117
16,5,10,0.8833333333333333,4.0,0.03065800666809082,22.589422632723064,35.496102165454005
17,5,100,0.8666666666666667,5.0,0.0331578254699707,28.840697763418063,35.097953686764335
18,5,1000,0.8666666666666667,5.0,0.04171609878540039,35.097953686764335,35.097953686764335
19,5,10000,0.8666666666666667,5.0,0.04078531265258789,35.097953686764335,35.097953686764335
