,seed,test_acc,size,total_time
0,1,0.85,4.0,0.0450589656829834
1,2,0.8666666666666667,3.0,0.03244185447692871
2,3,0.8333333333333333,4.0,0.0304257869720459
3,4,0.9333333333333333,4.0,0.03152775764465332
4,5,0.8833333333333333,4.0,0.02752399444580078
