,seed,test_acc,size,total_time
0,1,0.8611111111111112,9.0,0.04527568817138672
1,2,0.8555555555555555,7.0,0.04930758476257324
2,3,0.7833333333333333,7.0,0.0368804931640625
3,4,0.8611111111111112,9.0,0.03869318962097168
4,5,0.8111111111111111,7.0,0.04534149169921875
