,seed,test_acc,size,total_time
0,1,0.8111111111111111,5.0,0.028890609741210938
1,2,0.8222222222222222,5.0,0.022848844528198242
2,3,0.8,5.0,0.02412891387939453
3,4,0.8222222222222222,5.0,0.02409219741821289
4,5,0.7777777777777778,5.0,0.02619457244873047
