,seed,test_acc,size,total_time
0,1,0.8111111111111111,3.0,0.021190404891967773
1,2,0.8222222222222222,3.0,0.02170085906982422
2,3,0.8,3.0,0.02261209487915039
3,4,0.8222222222222222,3.0,0.020546436309814453
4,5,0.7777777777777778,3.0,0.030744314193725586
