,seed,num_expansions,test_acc,size,total_time,lower_bound,upper_bound
0,1,10,0.8111111111111111,5.0,0.023467302322387695,42.58653608008263,289.4564977234047
1,1,100,0.8611111111111112,7.0,0.026073455810546875,57.88046863641103,287.6575988755091
2,1,1000,0.8611111111111112,9.0,0.060636281967163086,73.21398849048285,287.41639149666213
3,1,10000,0.8611111111111112,9.0,0.28504133224487305,97.04092743984161,287.3042208517291
4,2,10,0.8222222222222222,5.0,0.0203244686126709,42.58653608008263,294.9262500357361
5,2,100,0.8555555555555555,7.0,0.01806330680847168,57.77928927279171,287.05424656172477
6,2,1000,0.8555555555555555,7.0,0.04231691360473633,73.55600210229328,287.05424656172477
7,2,10000,0.8555555555555555,7.0,0.29652953147888184,98.90371539826201,287.05424656172477
8,3,10,0.8,5.0,0.0202181339263916,42.40647489816772,281.84603552002477
9,3,100,0.7833333333333333,7.0,0.02358531951904297,57.48349424912731,268.3518896917889
10,3,1000,0.7833333333333333,7.0,0.047266244888305664,72.93115265657921,268.3518896917889
11,3,10000,0.7833333333333333,7.0,0.2948415279388428,96.90777188518857,268.3518896917889
12,4,10,0.8222222222222222,5.0,0.02030324935913086,42.748497555814545,296.742426623416
13,4,100,0.8611111111111112,7.0,0.0241849422454834,57.83670421470895,290.12003264143664
14,4,1000,0.8611111111111112,9.0,0.04641866683959961,73.22028484285055,289.6893770191139
15,4,10000,0.8611111111111112,9.0,0.29160618782043457,96.54997990570604,289.5772063741809
16,5,10,0.7777777777777778,5.0,0.02135491371154785,42.543312744499595,269.5079750235358
17,5,100,0.8111111111111111,7.0,0.019765615463256836,56.891776474658364,258.0093439375193
18,5,1000,0.8111111111111111,7.0,0.044646263122558594,72.04000133620052,258.0093439375193
19,5,10000,0.8111111111111111,7.0,0.2810044288635254,94.40380721501714,258.0093439375193
