,seed,test_acc,size,total_time
0,1,0.8611111111111112,9.0,0.3783843517303467
1,2,0.8555555555555555,7.0,0.3507955074310303
2,3,0.7833333333333333,7.0,0.36715054512023926
3,4,0.8611111111111112,9.0,0.35666751861572266
4,5,0.8111111111111111,7.0,0.34987711906433105
