,seed,test_acc,size,total_time
0,1,0.8111111111111111,3.0,0.022387981414794922
1,2,0.8222222222222222,3.0,0.01932549476623535
2,3,0.8,3.0,0.020806550979614258
3,4,0.8222222222222222,3.0,0.01971268653869629
4,5,0.7777777777777778,3.0,0.019504547119140625
