,seed,test_acc,size,total_time
0,1,0.8111111111111111,5.0,0.025289297103881836
1,2,0.8222222222222222,5.0,0.021776676177978516
2,3,0.8,5.0,0.019807100296020508
3,4,0.8222222222222222,5.0,0.021784543991088867
4,5,0.7777777777777778,5.0,0.02180004119873047
