,seed,test_acc,size,total_time
0,1,0.8111111111111111,5.0,0.01819324493408203
1,2,0.8222222222222222,5.0,0.017793655395507812
2,3,0.8,5.0,0.023037433624267578
3,4,0.8222222222222222,5.0,0.020822763442993164
4,5,0.7777777777777778,5.0,0.02064347267150879
