,seed,test_acc,size,total_time
0,1,0.9473684210526315,3.0,0.02586984634399414
1,2,0.9298245614035088,3.0,0.025545835494995117
2,3,0.9298245614035088,3.0,0.02203679084777832
3,4,0.8596491228070176,3.0,0.025572776794433594
4,5,0.8421052631578947,3.0,0.01973271369934082
