,seed,test_acc,size,total_time
0,1,0.9298245614035088,5.0,0.028666257858276367
1,2,0.9385964912280702,5.0,0.029848575592041016
2,3,0.9473684210526315,5.0,0.023491621017456055
3,4,0.9122807017543859,5.0,0.026910066604614258
4,5,0.8947368421052632,5.0,0.02197861671447754
