,seed,test_acc,size,total_time
0,1,0.9473684210526315,5.0,0.03550219535827637
1,2,0.9385964912280702,5.0,0.025261640548706055
2,3,0.9473684210526315,5.0,0.02470874786376953
3,4,0.9122807017543859,5.0,0.024296045303344727
4,5,0.8947368421052632,5.0,0.03343033790588379
