,seed,test_acc,size,total_time
0,1,0.9473684210526315,7.0,3.32083797454834
1,2,0.9298245614035088,11.0,3.316518545150757
2,3,0.9473684210526315,7.0,3.3297579288482666
3,4,0.9122807017543859,7.0,3.239649772644043
4,5,0.9035087719298246,7.0,3.2646851539611816
