,seed,test_acc,size,total_time
0,1,0.9385964912280702,5.0,0.0297853946685791
1,2,0.9122807017543859,5.0,0.02862095832824707
2,3,0.9473684210526315,5.0,0.03313183784484863
3,4,0.9122807017543859,5.0,0.026604652404785156
4,5,0.8947368421052632,5.0,0.024873018264770508
