,seed,test_acc,size,total_time
0,1,0.9122807017543859,9.0,0.13092398643493652
1,2,0.9385964912280702,7.0,0.11755204200744629
2,3,0.9473684210526315,5.0,0.14136385917663574
3,4,0.9122807017543859,7.0,0.11630868911743164
4,5,0.8947368421052632,5.0,0.12446165084838867
