,seed,num_expansions,test_acc,size,total_time,lower_bound,upper_bound
0,1,10,0.9473684210526315,5.0,0.029146671295166016,36.01339233103036,114.17930536217922
1,1,100,0.9473684210526315,5.0,0.03760647773742676,44.43739820415136,114.17930536217922
2,1,1000,0.9122807017543859,9.0,0.2480792999267578,52.5801806174148,112.77926187218767
3,1,10000,0.9473684210526315,7.0,2.7217228412628174,64.46193345999663,107.57641337797469
4,2,10,0.9385964912280702,5.0,0.026354074478149414,35.806799491977245,121.61815498361895
5,2,100,0.9385964912280702,5.0,0.03999781608581543,44.933911837801006,121.61815498361895
6,2,1000,0.9385964912280702,7.0,0.24830007553100586,52.83532643751038,117.91191511584589
7,2,10000,0.9298245614035088,11.0,2.781404495239258,64.35832743803839,109.38457035251172
8,3,10,0.9473684210526315,5.0,0.03055119514465332,36.08828645004645,110.21867440553173
9,3,100,0.9473684210526315,5.0,0.04938983917236328,44.554714522782696,110.21867440553173
10,3,1000,0.9473684210526315,7.0,0.2753019332885742,53.28145955991487,106.2302247209717
11,3,10000,0.9473684210526315,7.0,2.8301162719726562,65.44998011970547,104.48415878571916
12,4,10,0.9122807017543859,5.0,0.0336146354675293,36.08828645004645,100.9741003296391
13,4,100,0.9122807017543859,5.0,0.05521130561828613,44.47963950683592,100.9741003296391
14,4,1000,0.9122807017543859,7.0,0.26630640029907227,53.20091433388871,99.17925999072169
15,4,10000,0.9122807017543859,7.0,2.743187189102173,65.10204957772432,99.17925999072169
16,5,10,0.8947368421052632,5.0,0.022577762603759766,35.659443719722,97.61993726559265
17,5,100,0.8947368421052632,5.0,0.03447365760803223,44.39169146821181,97.61993726559265
18,5,1000,0.8947368421052632,5.0,0.24772381782531738,52.93804057761351,97.61993726559265
19,5,10000,0.9035087719298246,7.0,2.794530153274536,65.43297534726399,93.48360425919857
