,seed,test_acc,size,total_time
0,1,0.9473684210526315,3.0,0.026098012924194336
1,2,0.9298245614035088,3.0,0.026533126831054688
2,3,0.9298245614035088,3.0,0.021085023880004883
3,4,0.8596491228070176,3.0,0.025543689727783203
4,5,0.8421052631578947,3.0,0.01881885528564453
